box,sample,type,mapping,rep,filename,corr_to_sample_median,auc,peak_base_ratio,smooth_d2_std,auc_z,pbr_z,smooth_z,corr_z,spectrum_qc,keep,mapping_failed,sample_failed
Box1-2,AdCo_002,Control,2,3,AdCo_002_Map2_10%_10Vis_20sec+10sec_15acc.txt,0.9982416852046911,22489418.130115,3.3867698633450227,177.7352955264724,1.7827294421561524,0.7120266167272672,1.4162910277626286,0.2612586893040726,Good,True,False,False
Box1-2,AdCo_002,Control,3,1,AdCo_002_Map3_10%_10Vis_20sec+10sec_15acc.txt,0.9993608774424254,18572932.186375,3.5939782663726545,153.47183487840005,1.2234144352479919,0.9879260350619288,1.0660487880912277,0.5618554651166049,Good,True,False,False
Box1-2,AdCo_002,Control,3,2,AdCo_002_Map3_10%_10Vis_20sec+10sec_15acc.txt,0.9997056425856006,17865091.984225,3.6445952698727955,139.61007932971972,1.122327477898329,1.0553229244712359,0.8659548122332138,0.6544537578467288,Good,True,False,False
Box1-2,AdCo_002,Control,3,3,AdCo_002_Map3_10%_10Vis_20sec+10sec_15acc.txt,0.9995791716544857,17966440.971860003,3.6202159286496625,140.81095149325915,1.136801169501847,1.022861663419252,0.8832893615878008,0.620485729079756,Good,True,False,False
Box1-2,AdCo_003,Control,1,1,AdCo_003_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9988798141157593,12472882.891520001,3.5067517094753757,98.92644108868468,0.3522638266404605,0.8717832727045294,0.278687860408137,0.4326497039595919,Good,True,False,False
Box1-2,AdCo_003,Control,1,2,AdCo_003_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9999007086442958,12350096.95977,3.490887321427708,91.82235984527955,0.33472871602050625,0.850659730557432,0.1761406862194675,0.7068453187754854,Good,True,False,False
Box1-2,AdCo_003,Control,1,3,AdCo_003_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.999799080683779,12293550.81168,3.407761602457074,89.35542929054265,0.3266533367994625,0.7399772621944568,0.14053062650304746,0.6795497066064753,Good,True,False,False
Box1-2,AdCo_003,Control,2,1,AdCo_003_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9996117620270051,11435408.927915,3.4249604322295584,84.5988962649387,0.20410173300438791,0.7628776227055726,0.07187023200607112,0.6292389714375459,Good,True,False,False
Box1-2,AdCo_003,Control,2,2,AdCo_003_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9993773334241448,10911822.01968,3.5648934626589113,81.15714675809073,0.12932806615016013,0.9491994182367922,0.022188693451011793,0.5662752733326584,Good,True,False,False
Box1-2,AdCo_003,Control,2,3,AdCo_003_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9992461480679032,11061132.711815,3.7304384308789578,85.00117328734258,0.15065118897061397,1.169623685654413,0.07767708731573489,0.5310410268908982,Good,True,False,False
Box1-2,AdCo_003,Control,3,1,AdCo_003_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9962502126220758,13587309.161005002,3.231598595283928,104.34696216911175,0.5114155114848625,0.5054150026480889,0.3569329001793142,-0.2736183561846594,Good,True,False,False
Box1-2,AdCo_003,Control,3,2,AdCo_003_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9991734309550824,13401944.893885,3.242458176677722,98.90190290878166,0.48494356243817577,0.5198746102032232,0.2783336526052457,0.5115103967423198,Good,True,False,False
Box1-2,AdCo_003,Control,3,3,AdCo_003_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9991813303462771,13435578.384459998,3.257569737286215,99.20271541411809,0.48974677539068723,0.5399957574206757,0.2826758710182883,0.5136320443413258,Good,True,False,False
Box1-2,AdCo_004,Control,1,1,AdCo_004_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.999979123112239,36330842.335549995,2.9900307237495074,259.19049754137137,3.7594290617362494,0.1837657149220447,2.5920941335265675,0.7279061655595039,Suspect,True,False,False
Box1-2,AdCo_004,Control,1,2,AdCo_004_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9999090705691639,35495727.1064,3.103935772810765,256.4990941975162,3.640165904183564,0.33543107367292163,2.553243816637174,0.709091195373076,Suspect,True,False,False
Box1-2,AdCo_004,Control,1,3,AdCo_004_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9999438923323227,34380944.3085,3.1400428647972847,251.97656888535948,3.4809633033660776,0.38350791578587606,2.4879613156256704,0.7184437528522477,Good,True,False,False
Box1-2,AdCo_004,Control,2,1,AdCo_004_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9995870770355644,39553406.3962,3.056514186628673,294.3967753065126,4.2196447923008895,0.27228890447044235,3.1002955708156104,0.6226089854638606,Suspect,True,False,False
Box1-2,AdCo_004,Control,2,2,AdCo_004_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9998080278528735,40150838.49595,3.02524392039496,295.17742268457226,4.304964322052535,0.23065232922063975,3.1115641895032313,0.681952770255219,Suspect,True,False,False
Box1-2,AdCo_004,Control,2,3,AdCo_004_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9997802450381086,40794217.083,3.082923192987498,301.8921258042825,4.396845489004151,0.3074526786549507,3.208490703551947,0.6744907594765952,Suspect,True,False,False
Box1-2,AdCo_004,Control,3,1,AdCo_004_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9999445422194466,36014883.636250004,3.1913732055674844,266.6176407995532,3.7143068668349417,0.45185461869217436,2.6993046970498966,0.7186183019310368,Suspect,True,False,False
Box1-2,AdCo_004,Control,3,2,AdCo_004_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9999370632111466,31925356.97595,3.2477074389227676,238.95714852393138,3.1302798423251734,0.5268640391015343,2.3000264199094533,0.7166095623191471,Good,True,False,False
Box1-2,AdCo_004,Control,3,3,AdCo_004_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9999585627071451,31221965.805150002,3.2068868111636215,233.6735312311994,3.0298282530161487,0.4725110915847182,2.223757581716333,0.7223839761873373,Good,True,False,False
Box1-2,AdCo_005,Control,1,1,AdCo_005_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9994884658578347,16610132.132805001,4.115626321080808,129.88711153619775,0.9431061330372892,1.6825040191902791,0.7256040986376007,0.5961236319336839,Good,True,False,False
Box1-2,AdCo_005,Control,1,2,AdCo_005_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9999792495034091,16980332.55466,4.258709067739578,132.43039718756248,0.9959746111785651,1.8730196836134836,0.7623163416097872,0.7279401121657597,Good,True,False,False
Box1-2,AdCo_005,Control,1,3,AdCo_005_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9999594230175567,17027723.305955,4.30384660586268,134.34366072844952,1.0027425043278595,1.9331206270658676,0.7899342365737997,0.7226150415282134,Good,True,False,False
Box1-2,AdCo_005,Control,2,1,AdCo_005_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9996581275966274,11975298.363215,4.312285419564089,95.20873053866737,0.28120357061397255,1.944356965735699,0.22502283346188778,0.6416920069995176,Good,True,False,False
Box1-2,AdCo_005,Control,2,2,AdCo_005_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.999194608204698,11484963.637505,4.3983738962457535,91.41743645935357,0.21117866194906212,2.058984366433444,0.17029563074122886,0.5171982604894009,Good,True,False,False
Box1-2,AdCo_005,Control,2,3,AdCo_005_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9994391478239852,11831880.315000001,4.343336147380086,93.31644688247468,0.26072197875320224,1.9857012240675336,0.1977077824289195,0.5828776126487683,Good,True,False,False
Box1-2,AdCo_005,Control,3,1,AdCo_005_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9992914822043951,19815333.8522,4.162822194299479,161.12147433809992,1.4008423403357964,1.7453456500245814,1.1764710768118956,0.5432170363415108,Good,True,False,False
Box1-2,AdCo_005,Control,3,2,AdCo_005_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9995266955158957,19665589.672645003,4.106164835033136,151.17692712084295,1.3794573109943453,1.6699059852351301,1.0329218716754556,0.6063914943849238,Good,True,False,False
Box1-2,AdCo_005,Control,3,3,AdCo_005_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9996152154953939,20140165.23277,4.070658057136853,155.8321671277877,1.447231646585674,1.6226284654753937,1.100120104849575,0.6301665167046124,Good,True,False,False
Box1-2,AdCo_006,Control,1,1,AdCo_006_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9991521683628216,16446662.9069,3.5320673758865238,122.25037994499444,0.9197610240468004,0.9054912572048426,0.6153681345652257,0.5057996113530816,Good,True,False,False
Box1-2,AdCo_006,Control,1,2,AdCo_006_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9999814854354135,16882001.522035003,3.777352724474721,126.9455574567673,0.9819319150009255,1.2320903912779615,0.6831428642804104,0.7285406470236765,Good,True,False,False
Box1-2,AdCo_006,Control,1,3,AdCo_006_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9999456401795211,17251277.33255,3.7920820947531597,129.66060647760875,1.03466834900737,1.251702649433897,0.7223345057230626,0.718913196094207,Good,True,False,False
Box1-2,AdCo_006,Control,2,1,AdCo_006_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9997306738845172,15163686.601640001,3.787861299669875,116.62463632016257,0.736538637614781,1.2460826316577225,0.5341607142570778,0.6611767563585563,Good,True,False,False
Box1-2,AdCo_006,Control,2,2,AdCo_006_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9998576229285348,14778070.226315,3.790018350456263,111.11068044289449,0.6814686006665975,1.248954759663088,0.45456694633110467,0.6952731984509475,Good,True,False,False
Box1-2,AdCo_006,Control,2,3,AdCo_006_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9998411446917858,15312683.9253,3.8957741273100597,117.44149600093746,0.7578170081513567,1.3897693062411138,0.5459520563183594,0.6908474128970274,Good,True,False,False
Box1-2,AdCo_006,Control,3,1,AdCo_006_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9984931290828869,17729829.097945,3.5472952674691065,138.00396996334257,1.1030105281477394,0.9257672999169599,0.8427706774638053,0.32879241276560833,Good,True,False,False
Box1-2,AdCo_006,Control,3,2,AdCo_006_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9993239101306236,18020989.53734,3.563719862227324,134.9322561354625,1.1445912731091485,0.9476367611644869,0.7984305915085976,0.5519266482758312,Good,True,False,False
Box1-2,AdCo_006,Control,3,3,AdCo_006_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9994023191617832,19322430.847565,3.629981666289237,147.36945225531394,1.330450654676071,1.035864810468304,0.977961099849142,0.5729860348284798,Good,True,False,False
Box1-2,DM1_002,DM1,1,1,DM1_002_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.8635131745766128,4956854.607539999,1.2802614095160212,17.257271586099538,-0.721103337690994,-2.0928039241025194,-0.9002038588553786,-35.92462121530673,Failed,False,True,True
Box1-2,DM1_002,DM1,1,2,DM1_002_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.8449928166754462,4374407.558499999,1.2445417952693179,16.794587945240988,-0.804282846040347,-2.1403648369313766,-0.90688268167394,-40.898887194183764,Failed,False,True,True
Box1-2,DM1_002,DM1,1,3,DM1_002_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9431393462969577,5613212.832489999,1.3708770807044655,20.230456353492805,-0.6273685431849861,-1.9721485326821104,-0.857286036579625,-14.538330565287277,Failed,False,True,True
Box1-2,DM1_002,DM1,2,1,DM1_002_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9114031987015132,4041664.5241399994,1.270298324478953,15.6921984432908,-0.8518020188996741,-2.106069840572998,-0.9227956371156013,-23.062142044907567,Failed,False,True,True
Box1-2,DM1_002,DM1,2,2,DM1_002_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9818176102753841,3790857.7617949997,1.5519720923417508,17.298684331004676,-0.8876198382481201,-1.731019275161734,-0.899606067273341,-4.149979883479312,Failed,False,True,True
Box1-2,DM1_002,DM1,2,3,DM1_002_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.8853037200187177,2863171.3705514995,2.205859496425237,20.0932869886747,-1.0201031224422865,-0.8603636849107057,-0.8592660717545337,-30.07203621493754,Failed,False,True,True
Box1-2,DM1_002,DM1,3,1,DM1_002_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.8501277348694852,3440682.2808999997,3.1596602164798653,27.86382092429039,-0.9376285461381381,0.40962855490768196,-0.7470986753337399,-39.5197319417188,Failed,False,True,True
Box1-2,DM1_002,DM1,3,2,DM1_002_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9307196191602412,3460201.334265,2.561346635578011,23.031391811855944,-0.9348410219073576,-0.38703010632690593,-0.8168546272954723,-17.874066650560973,Failed,False,True,True
Box1-2,DM1_002,DM1,3,3,DM1_002_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.8775196241988541,3123155.8936455,3.020758122743677,23.61738468524293,-0.9829746232164026,0.22467945869670178,-0.8083958398461707,-32.162717357261876,Failed,False,True,True
Box1-2,DM1_004,DM1,1,1,DM1_004_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9250345647388347,4306975.713889999,3.4897959183673417,39.02445846049143,-0.813912816165519,0.8492065198520556,-0.5859952472804829,-19.400979518410317,Failed,False,False,False
Box1-2,DM1_004,DM1,1,2,DM1_004_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9976399739876441,3586596.505055,3.062427229621948,27.458779348294346,-0.9167904743402042,0.2801621620149973,-0.752945436881671,0.09964887312028058,Good,True,False,False
Box1-2,DM1_004,DM1,1,3,DM1_004_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9971062251560338,4002873.7881449996,2.6968562300319454,30.137299297597533,-0.8573417402423983,-0.2065981463179254,-0.7142810913600025,-0.043707355118575805,Good,True,False,False
Box1-2,DM1_004,DM1,2,1,DM1_004_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9981330246833533,3640094.245025,3.008870204279409,27.576138455048117,-0.9091504395665015,0.20885061323687729,-0.751251362116679,0.23207424603238852,Good,True,False,False
Box1-2,DM1_004,DM1,2,2,DM1_004_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9985947124949011,3551564.23569,2.9372006872677168,26.131076331685822,-0.9217934474807595,0.11342215682811319,-0.772110785341244,0.35607605993359653,Good,True,False,False
Box1-2,DM1_004,DM1,2,3,DM1_004_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9941539664552308,4357901.746115,2.818599255991332,33.27955370235567,-0.8066400480578589,-0.04449646724645838,-0.6689227545463605,-0.8366358770518836,Good,True,False,False
Box1-2,DM1_004,DM1,3,1,DM1_004_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9816596639230663,3006767.816212,3.279266873427201,24.787276401974403,-0.9995960535671985,0.568885643899014,-0.791508492200912,-4.192401696870548,Failed,False,False,False
Box1-2,DM1_004,DM1,3,2,DM1_004_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9879840598710995,2783642.874752,2.986539384396943,21.17429770470138,-1.0314606204178864,0.1791169724844471,-0.8436617183697642,-2.49377212561005,Good,True,False,False
Box1-2,DM1_004,DM1,3,3,DM1_004_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9915425642862502,3003320.8766179997,2.8877326106594343,22.56628658563494,-1.0000883124621682,0.0475550715027194,-0.8235684056174224,-1.5380158954967567,Good,True,False,False
Box1-2,DM1_005,DM1,1,1,DM1_005_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9785339772025013,3255286.3274099994,2.528654904577957,24.599481192517366,-0.9641050203286677,-0.43055937172096115,-0.7942193097431334,-5.031910155492419,Failed,False,True,True
Box1-2,DM1_005,DM1,1,2,DM1_005_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.18978417203930745,4546618.783484999,0.8924122446284162,25.542980623428562,-0.7796892884798754,-2.6092277632448186,-0.7805999271412833,-216.8772396359791,Failed,False,True,True
Box1-2,DM1_005,DM1,1,3,DM1_005_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.8355105268301442,8103885.84757,1.5894977014765532,44.793521327102944,-0.27167448104694003,-1.6810536676783097,-0.5027190185300036,-43.44567554627962,Failed,False,True,True
Box1-2,DM1_005,DM1,2,1,DM1_005_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9879394333339079,3617017.0187999997,2.9641309822076787,26.346560663134664,-0.9124461079618108,0.14928003035520926,-0.7690002762528904,-2.5057580854328547,Suspect,True,False,True
Box1-2,DM1_005,DM1,2,2,DM1_005_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9880867573283675,3416637.62368,2.909049235993204,26.45207470324115,-0.9410623737612409,0.07593830521578802,-0.7674771846271866,-2.4661892640621557,Good,True,False,True
Box1-2,DM1_005,DM1,2,3,DM1_005_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9961981847237311,3051137.2456449997,2.9602853709307824,22.501692655656395,-0.9932596366653339,0.14415957240594635,-0.8245008168275545,-0.2875922008624745,Good,True,False,True
Box1-2,DM1_005,DM1,3,1,DM1_005_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9034938038511122,4925309.135749999,2.441101661600415,37.38744672048193,-0.7256083598015282,-0.5471371188483103,-0.6096254567755516,-25.18647646262293,Failed,False,True,True
Box1-2,DM1_005,DM1,3,2,DM1_005_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9524475286610494,4210705.18743,2.7585109111601716,31.548810936969094,-0.8276612505900296,-0.12450451298869097,-0.6939059682451957,-12.038304642139858,Failed,False,True,True
Box1-2,DM1_005,DM1,3,3,DM1_005_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9775265633540376,4222124.47455,2.691210038573593,30.29526294008005,-0.8260304573876136,-0.21411608920249944,-0.712000891485294,-5.302485079573499,Failed,False,True,True
Box1-2,DM1_006,DM1,1,1,DM1_006_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.6517567877359522,9115749.828049999,2.0240776835590553,60.923108291674964,-0.1271697598856427,-1.1024074230061718,-0.26988897233891557,-92.79893198686449,Failed,False,True,True
Box1-2,DM1_006,DM1,1,2,DM1_006_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.8451022174212873,7689432.874365,1.7868539022414252,40.78067485554085,-0.3308626846818287,-1.4182725246350627,-0.5606443225928864,-40.869503938687025,Failed,False,True,True
Box1-2,DM1_006,DM1,1,3,DM1_006_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.8589951905609801,7232252.810304999,1.7490830781654825,35.9999248150272,-0.39615276215464806,-1.4685646375045573,-0.6296542888868606,-37.138078012524275,Failed,False,True,True
Box1-2,DM1_006,DM1,2,1,DM1_006_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9036218881927136,7748701.596655,1.7856114956221953,37.48028180829063,-0.3223984934927719,-1.4199267976209653,-0.6082853854004985,-25.152075098121518,Failed,False,True,True
Box1-2,DM1_006,DM1,2,2,DM1_006_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9685891648210758,6067218.09463,1.9561595822424656,29.24848921200768,-0.562531860511312,-1.1928408435327653,-0.7271110350986443,-7.7029245148922545,Failed,False,True,True
Box1-2,DM1_006,DM1,2,3,DM1_006_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9890731798822072,5885794.51167,1.7989857589440765,25.685506141019033,-0.588441038793636,-1.4021188737276975,-0.7785425760809688,-2.2012522592511985,Good,True,True,True
Box1-2,DM1_006,DM1,3,1,DM1_006_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9138570480663025,5885752.96754,1.390860781366503,19.9453837402103,-0.588446971728336,-1.9455400973664108,-0.8614010501794255,-22.403078139247746,Failed,False,True,True
Box1-2,DM1_006,DM1,3,2,DM1_006_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.956558867760398,4172857.11269,2.0191129102741994,21.037823986639918,-0.8330663500819606,-1.1090180528910638,-0.845631711907101,-10.934066035161942,Failed,False,True,True
Box1-2,DM1_006,DM1,3,3,DM1_006_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9707764006632442,4399763.184695,1.617556535692676,18.69120551078886,-0.8006617983858585,-1.6436931363182727,-0.8795050708049654,-7.115468651698951,Failed,False,True,True
Box1-2,DM1_009,DM1,1,1,DM1_009_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9917880438736507,8146575.26873,1.9146082841293397,55.034937886583144,-0.2655779868340157,-1.2481666836674088,-0.3548845144076459,-1.4720840832374367,Good,True,False,True
Box1-2,DM1_009,DM1,1,2,DM1_009_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9870130115086555,8271589.295374999,1.8768539057063318,55.204314635957516,-0.24772468104382733,-1.2984368990365487,-0.3524395667182134,-2.7545798734368434,Suspect,True,False,True
Box1-2,DM1_009,DM1,1,3,DM1_009_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9942607328822414,8288321.4678299995,1.8217667859420197,52.831644090599816,-0.24533515244939547,-1.3717857790946553,-0.3866889863645599,-0.8079601566149959,Good,True,False,True
Box1-2,DM1_009,DM1,2,1,DM1_009_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.978214319480602,8157119.475369998,1.9101423437666425,53.89962759510619,-0.2640721642434563,-1.2541131140745827,-0.37127268034062344,-5.117765004486946,Failed,False,True,True
Box1-2,DM1_009,DM1,2,2,DM1_009_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9997169393898289,7866933.706974999,1.7487556126069028,46.743288693476956,-0.30551371602890903,-1.4690006601552639,-0.47457419207091,0.6574878951589063,Good,True,True,True
Box1-2,DM1_009,DM1,2,3,DM1_009_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.7527630838652143,6845779.142914999,1.4087952120739,28.007858178502985,-0.45134522934365073,-1.9216602791349355,-0.7450195024060501,-65.67028873010972,Failed,False,True,True
Box1-2,DM1_009,DM1,3,1,DM1_009_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9161785727801561,7280579.3799,1.5498638872117525,36.54309537576239,-0.3892512243998454,-1.7338263648385899,-0.6218136400826852,-21.779554475997326,Failed,False,True,True
Box1-2,DM1_009,DM1,3,2,DM1_009_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.8332305732488199,7031949.498670001,1.4957124700355544,31.87547728717106,-0.42475816243954545,-1.805929350444431,-0.6891905504497087,-44.05803388155162,Failed,False,True,True
Box1-2,DM1_009,DM1,3,3,DM1_009_Map3_10%_10Vis_20sec+10sec_15accm.txt,0.9072259449500101,7281257.34467,1.556366460453314,35.065148104196744,-0.3891544039655421,-1.7251681437007815,-0.64314775931726,-24.184084252078932,Failed,False,True,True
Box1-2,DM1_010,DM1,1,1,DM1_010_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.975667497820429,7091158.180395001,3.526979270114785,66.89017950722288,-0.41630254566886005,0.8987164092626927,-0.18375449972079436,-5.801799751875248,Failed,False,True,True
Box1-2,DM1_010,DM1,1,2,DM1_010_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.5753026305685591,7590048.676099999,1.7217786648924367,26.424230318340104,-0.3450557838880189,-1.5049206521735088,-0.7678791173881998,-113.33327127830587,Failed,False,True,True
Box1-2,DM1_010,DM1,1,3,DM1_010_Map1_10%_10Vis_20sec+10sec_15accm.txt,0.9802640772305982,9507758.788095001,2.571141520128512,71.75140348523058,-0.07118679522159617,-0.37398814996484636,-0.11358289484146322,-4.567233513942521,Failed,False,True,True
Box1-2,DM1_010,DM1,2,1,DM1_010_Map2_10%_10Vis_20sec+10sec_15accm.txt,0.9795759605522627,5245426.676619999,2.8975343512321987,41.93923839614124,-0.6798922389842659,0.06060615670572791,-0.5439204967896721,-4.752050427352512,Failed,False,False,True
